pop,county,state
13586.0,Greene,Mississippi
20758.0,Grenada,Mississippi
47632.0,Hancock,Mississippi
208080.0,Harrison,Mississippi
231840.0,Hinds,Mississippi
17010.0,Holmes,Mississippi
8064.0,Humphreys,Mississippi
1327.0,Issaquena,Mississippi
23390.0,Itawamba,Mississippi
143617.0,Jackson,Mississippi
16383.0,Jasper,Mississippi
6990.0,Jefferson,Mississippi
11128.0,Jefferson Davis,Mississippi
68098.0,Jones,Mississippi
9742.0,Kemper,Mississippi
54019.0,Lafayette,Mississippi
63343.0,Lamar,Mississippi
74125.0,Lauderdale,Mississippi
12586.0,Lawrence,Mississippi
22786.0,Leake,Mississippi
85436.0,Lee,Mississippi
28183.0,Leflore,Mississippi
34153.0,Lincoln,Mississippi
58595.0,Lowndes,Mississippi
106272.0,Madison,Mississippi
24573.0,Marion,Mississippi
35294.0,Marshall,Mississippi
35252.0,Monroe,Mississippi
9775.0,Montgomery,Mississippi
29118.0,Neshoba,Mississippi
21018.0,Newton,Mississippi
10417.0,Noxubee,Mississippi
49587.0,Oktibbeha,Mississippi
34192.0,Panola,Mississippi
55535.0,Pearl River,Mississippi
11973.0,Perry,Mississippi
39288.0,Pike,Mississippi
32174.0,Pontotoc,Mississippi
25126.0,Prentiss,Mississippi
6792.0,Quitman,Mississippi
155271.0,Rankin,Mississippi
28124.0,Scott,Mississippi
4321.0,Sharkey,Mississippi
26658.0,Simpson,Mississippi
15916.0,Smith,Mississippi
18336.0,Stone,Mississippi
25110.0,Sunflower,Mississippi
13809.0,Tallahatchie,Mississippi
28321.0,Tate,Mississippi
22015.0,Tippah,Mississippi
19383.0,Tishomingo,Mississippi
9632.0,Tunica,Mississippi
28815.0,Union,Mississippi
14286.0,Walthall,Mississippi
45381.0,Warren,Mississippi
43909.0,Washington,Mississippi
20183.0,Wayne,Mississippi
9689.0,Webster,Mississippi
8630.0,Wilkinson,Mississippi
17955.0,Winston,Mississippi
12108.0,Yalobusha,Mississippi
29690.0,Yazoo,Mississippi
25343.0,Adair,Missouri
17712.0,Andrew,Missouri
5143.0,Atchison,Missouri
25388.0,Audrain,Missouri
35789.0,Barry,Missouri
11754.0,Barton,Missouri
16172.0,Bates,Missouri
19443.0,Benton,Missouri
12133.0,Bollinger,Missouri
180463.0,Boone,Missouri
87364.0,Buchanan,Missouri
42478.0,Butler,Missouri
9020.0,Caldwell,Missouri
44743.0,Callaway,Missouri
46305.0,Camden,Missouri
78871.0,Cape Girardeau,Missouri
8679.0,Carroll,Missouri
5982.0,Carter,Missouri
105780.0,Cass,Missouri
14349.0,Cedar,Missouri
7426.0,Chariton,Missouri
88595.0,Christian,Missouri
6797.0,Clark,Missouri
249948.0,Clay,Missouri
20387.0,Clinton,Missouri
76745.0,Cole,Missouri
17709.0,Cooper,Missouri
23920.0,Crawford,Missouri
7561.0,Dade,Missouri
16878.0,Dallas,Missouri
8278.0,Daviess,Missouri
12547.0,DeKalb,Missouri
15573.0,Dent,Missouri
13185.0,Douglas,Missouri
29131.0,Dunklin,Missouri
103967.0,Franklin,Missouri
14706.0,Gasconade,Missouri
6571.0,Gentry,Missouri
293086.0,Greene,Missouri
9850.0,Grundy,Missouri
8352.0,Harrison,Missouri
21824.0,Henry,Missouri
9544.0,Hickory,Missouri
4403.0,Holt,Missouri
10001.0,Howard,Missouri
40117.0,Howell,Missouri
10125.0,Iron,Missouri
703011.0,Jackson,Missouri
121328.0,Jasper,Missouri
225081.0,Jefferson,Missouri
54062.0,Johnson,Missouri
3959.0,Knox,Missouri
35723.0,Laclede,Missouri
32708.0,Lafayette,Missouri
38355.0,Lawrence,Missouri
9776.0,Lewis,Missouri
59013.0,Lincoln,Missouri
11920.0,Linn,Missouri
15227.0,Livingston,Missouri
22837.0,McDonald,Missouri
15117.0,Macon,Missouri
12088.0,Madison,Missouri
8697.0,Maries,Missouri
28530.0,Marion,Missouri
3617.0,Mercer,Missouri
25619.0,Miller,Missouri
13180.0,Mississippi,Missouri
16132.0,Moniteau,Missouri
8644.0,Monroe,Missouri
11551.0,Montgomery,Missouri
20627.0,Morgan,Missouri
17076.0,New Madrid,Missouri
58236.0,Newton,Missouri
22092.0,Nodaway,Missouri
10529.0,Oregon,Missouri
13615.0,Osage,Missouri
9174.0,Ozark,Missouri
15805.0,Pemiscot,Missouri
19136.0,Perry,Missouri
42339.0,Pettis,Missouri
44573.0,Phelps,Missouri
18302.0,Pike,Missouri
104418.0,Platte,Missouri
32149.0,Polk,Missouri
52607.0,Pulaski,Missouri
4696.0,Putnam,Missouri
10309.0,Ralls,Missouri
24748.0,Randolph,Missouri
23018.0,Ray,Missouri
6270.0,Reynolds,Missouri
13288.0,Ripley,Missouri
402022.0,St Charles,Missouri
9397.0,St Clair,Missouri
17894.0,Ste Genevieve,Missouri
67215.0,St Francois,Missouri
994205.0,St Louis,Missouri
22761.0,Saline,Missouri
4660.0,Schuyler,Missouri
4902.0,Scotland,Missouri
38280.0,Scott,Missouri
8166.0,Shannon,Missouri
5930.0,Shelby,Missouri
29025.0,Stoddard,Missouri
31952.0,Stone,Missouri
6089.0,Sullivan,Missouri
55928.0,Taney,Missouri
25398.0,Texas,Missouri
20563.0,Vernon,Missouri
35649.0,Warren,Missouri
24730.0,Washington,Missouri
12873.0,Wayne,Missouri
39592.0,Webster,Missouri
2013.0,Worth,Missouri
18289.0,Wright,Missouri
9453.0,Beaverhead,Montana
13319.0,Big Horn,Montana
6681.0,Blaine,Montana
6237.0,Broadwater,Montana
10725.0,Carbon,Montana
1252.0,Carter,Montana
81366.0,Cascade,Montana
5635.0,Chouteau,Montana
11402.0,Custer,Montana
1690.0,Daniels,Montana
8613.0,Dawson,Montana
9140.0,Deer Lodge,Montana
2846.0,Fallon,Montana
11050.0,Fergus,Montana
103806.0,Flathead,Montana
114434.0,Gallatin,Montana
1258.0,Garfield,Montana
13753.0,Glacier,Montana
821.0,Golden Valley,Montana
3379.0,Granite,Montana
16484.0,Hill,Montana
12221.0,Jefferson,Montana
2007.0,Judith Basin,Montana
30458.0,Lake,Montana
69432.0,Lewis and Clark,Montana
2337.0,Liberty,Montana
19980.0,Lincoln,Montana
1664.0,McCone,Montana
8600.0,Madison,Montana
1862.0,Meagher,Montana
4397.0,Mineral,Montana
119600.0,Missoula,Montana
4633.0,Musselshell,Montana
16606.0,Park,Montana
487.0,Petroleum,Montana
3954.0,Phillips,Montana
5911.0,Pondera,Montana
1682.0,Powder River,Montana
6890.0,Powell,Montana
1077.0,Prairie,Montana
43806.0,Ravalli,Montana
10803.0,Richland,Montana
11004.0,Roosevelt,Montana
8937.0,Rosebud,Montana
12113.0,Sanders,Montana
3309.0,Sheridan,Montana
34915.0,Silver Bow,Montana
9642.0,Stillwater,Montana
3737.0,Sweet Grass,Montana
6147.0,Teton,Montana
4736.0,Toole,Montana
696.0,Treasure,Montana
7396.0,Valley,Montana
2126.0,Wheatland,Montana
969.0,Wibaux,Montana
161300.0,Yellowstone,Montana
31363.0,Adams,Nebraska
6298.0,Antelope,Nebraska
463.0,Arthur,Nebraska
745.0,Banner,Nebraska
465.0,Blaine,Nebraska
5192.0,Boone,Nebraska
10783.0,Box Butte,Nebraska
1919.0,Boyd,Nebraska
2955.0,Brown,Nebraska
49659.0,Buffalo,Nebraska
6459.0,Burt,Nebraska
8016.0,Butler,Nebraska
26248.0,Cass,Nebraska
8402.0,Cedar,Nebraska
3924.0,Chase,Nebraska
5689.0,Cherry,Nebraska
8910.0,Cheyenne,Nebraska
6203.0,Clay,Nebraska
10709.0,Colfax,Nebraska
8846.0,Cuming,Nebraska
10777.0,Custer,Nebraska
20026.0,Dakota,Nebraska
8589.0,Dawes,Nebraska
23595.0,Dawson,Nebraska
1794.0,Deuel,Nebraska
5636.0,Dixon,Nebraska
36565.0,Dodge,Nebraska
571327.0,Douglas,Nebraska
1693.0,Dundy,Nebraska
5462.0,Fillmore,Nebraska
2979.0,Franklin,Nebraska
2627.0,Frontier,Nebraska
4676.0,Furnas,Nebraska
21513.0,Gage,Nebraska
1837.0,Garden,Nebraska
1969.0,Garfield,Nebraska
1990.0,Gosper,Nebraska
623.0,Grant,Nebraska
2356.0,Greeley,Nebraska
61353.0,Hall,Nebraska
9324.0,Hamilton,Nebraska
3380.0,Harlan,Nebraska
922.0,Hayes,Nebraska
2762.0,Hitchcock,Nebraska
10067.0,Holt,Nebraska
682.0,Hooker,Nebraska
6445.0,Howard,Nebraska
7046.0,Jefferson,Nebraska
5071.0,Johnson,Nebraska
6495.0,Kearney,Nebraska
8034.0,Keith,Nebraska
806.0,Keya Paha,Nebraska
3632.0,Kimball,Nebraska
8332.0,Knox,Nebraska
319090.0,Lancaster,Nebraska
34914.0,Lincoln,Nebraska
748.0,Logan,Nebraska
664.0,Loup,Nebraska
494.0,McPherson,Nebraska
35099.0,Madison,Nebraska
7755.0,Merrick,Nebraska
4642.0,Morrill,Nebraska
3519.0,Nance,Nebraska
6972.0,Nemaha,Nebraska
4148.0,Nuckolls,Nebraska
16012.0,Otoe,Nebraska
2613.0,Pawnee,Nebraska
2891.0,Perkins,Nebraska
9034.0,Phelps,Nebraska
7148.0,Pierce,Nebraska
33470.0,Platte,Nebraska
5213.0,Polk,Nebraska
10724.0,Red Willow,Nebraska
7865.0,Richardson,Nebraska
1357.0,Rock,Nebraska
14224.0,Saline,Nebraska
187196.0,Sarpy,Nebraska
21578.0,Saunders,Nebraska
35618.0,Scotts Bluff,Nebraska
17284.0,Seward,Nebraska
5246.0,Sheridan,Nebraska
3001.0,Sherman,Nebraska
1166.0,Sioux,Nebraska
5920.0,Stanton,Nebraska
5003.0,Thayer,Nebraska
722.0,Thomas,Nebraska
7224.0,Thurston,Nebraska
4158.0,Valley,Nebraska
20729.0,Washington,Nebraska
9385.0,Wayne,Nebraska
3487.0,Webster,Nebraska
783.0,Wheeler,Nebraska
13679.0,York,Nebraska
24909.0,Churchill,Nevada
2266715.0,Clark,Nevada
48905.0,Douglas,Nevada
52778.0,Elko,Nevada
873.0,Esmeralda,Nevada
2029.0,Eureka,Nevada
16831.0,Humboldt,Nevada
5532.0,Lander,Nevada
5183.0,Lincoln,Nevada
57510.0,Lyon,Nevada
4505.0,Mineral,Nevada
46523.0,Nye,Nevada
6725.0,Pershing,Nevada
4123.0,Storey,Nevada
471519.0,Washoe,Nevada
9580.0,White Pine,Nevada
61303.0,Belknap,New Hampshire
48910.0,Carroll,New Hampshire
76085.0,Cheshire,New Hampshire
31563.0,Coos,New Hampshire
89886.0,Grafton,New Hampshire
417025.0,Hillsborough,New Hampshire
151391.0,Merrimack,New Hampshire
309769.0,Rockingham,New Hampshire
130633.0,Strafford,New Hampshire
43146.0,Sullivan,New Hampshire
263670.0,Atlantic,New Jersey
932202.0,Bergen,New Jersey
445349.0,Burlington,New Jersey
506471.0,Camden,New Jersey
92039.0,Cape May,New Jersey
149527.0,Cumberland,New Jersey
798975.0,Essex,New Jersey
291636.0,Gloucester,New Jersey
672391.0,Hudson,New Jersey
124371.0,Hunterdon,New Jersey
367430.0,Mercer,New Jersey
825062.0,Middlesex,New Jersey
618795.0,Monmouth,New Jersey
491845.0,Morris,New Jersey
607186.0,Ocean,New Jersey
501826.0,Passaic,New Jersey
62385.0,Salem,New Jersey
328934.0,Somerset,New Jersey
140488.0,Sussex,New Jersey
556341.0,Union,New Jersey
105267.0,Warren,New Jersey
679121.0,Bernalillo,New Mexico
3527.0,Catron,New Mexico
64615.0,Chaves,New Mexico
26675.0,Cibola,New Mexico
11941.0,Colfax,New Mexico
48954.0,Curry,New Mexico
1748.0,De Baca,New Mexico
218195.0,Doña Ana,New Mexico
58460.0,Eddy,New Mexico
26998.0,Grant,New Mexico
4300.0,Guadalupe,New Mexico
625.0,Harding,New Mexico
4198.0,Hidalgo,New Mexico
71070.0,Lea,New Mexico
19572.0,Lincoln,New Mexico
19369.0,Los Alamos,New Mexico
23709.0,Luna,New Mexico
71367.0,McKinley,New Mexico
4521.0,Mora,New Mexico
67490.0,Otero,New Mexico
8253.0,Quay,New Mexico
38921.0,Rio Arriba,New Mexico
18500.0,Roosevelt,New Mexico
146748.0,Sandoval,New Mexico
123958.0,San Juan,New Mexico
27277.0,San Miguel,New Mexico
150358.0,Santa Fe,New Mexico
10791.0,Sierra,New Mexico
16637.0,Socorro,New Mexico
32723.0,Taos,New Mexico
15461.0,Torrance,New Mexico
4059.0,Union,New Mexico
76688.0,Valencia,New Mexico
305506.0,Albany,New York
46091.0,Allegany,New York
1418207.0,Bronx,New York
190488.0,Broome,New York
76117.0,Cattaraugus,New York
76576.0,Cayuga,New York
126903.0,Chautauqua,New York
83456.0,Chemung,New York
47207.0,Chenango,New York
80485.0,Clinton,New York
59461.0,Columbia,New York
47581.0,Cortland,New York
44135.0,Delaware,New York
294218.0,Dutchess,New York
918702.0,Erie,New York
36885.0,Essex,New York
50022.0,Franklin,New York
53383.0,Fulton,New York
57280.0,Genesee,New York
47188.0,Greene,New York
4416.0,Hamilton,New York
61319.0,Herkimer,New York
109834.0,Jefferson,New York
2559903.0,Kings,New York
26296.0,Lewis,New York
62914.0,Livingston,New York
70941.0,Madison,New York
741770.0,Monroe,New York
49221.0,Montgomery,New York
1356924.0,Nassau,New York
1628706.0,New York,New York
209281.0,Niagara,New York
228671.0,Oneida,New York
460528.0,Onondaga,New York
109777.0,Ontario,New York
384940.0,Orange,New York
40352.0,Orleans,New York
117124.0,Oswego,New York
59493.0,Otsego,New York
98320.0,Putnam,New York
2253858.0,Queens,New York
158714.0,Rensselaer,New York
476143.0,Richmond,New York
325789.0,Rockland,New York
107740.0,St Lawrence,New York
229863.0,Saratoga,New York
155299.0,Schenectady,New York
30999.0,Schoharie,New York
17807.0,Schuyler,New York
34016.0,Seneca,New York
95379.0,Steuben,New York
1476601.0,Suffolk,New York
75432.0,Sullivan,New York
48203.0,Tioga,New York
102180.0,Tompkins,New York
177573.0,Ulster,New York
63944.0,Warren,New York
61204.0,Washington,New York
89918.0,Wayne,New York
967506.0,Westchester,New York
39859.0,Wyoming,New York
24913.0,Yates,New York
169509.0,Alamance,North Carolina
37497.0,Alexander,North Carolina
11137.0,Alleghany,North Carolina
24446.0,Anson,North Carolina
27203.0,Ashe,North Carolina
17557.0,Avery,North Carolina
46994.0,Beaufort,North Carolina
18947.0,Bertie,North Carolina
32722.0,Bladen,North Carolina
142820.0,Brunswick,North Carolina
261191.0,Buncombe,North Carolina
90485.0,Burke,North Carolina
216453.0,Cabarrus,North Carolina
82178.0,Caldwell,North Carolina
10867.0,Camden,North Carolina
69473.0,Carteret,North Carolina
22604.0,Caswell,North Carolina
159551.0,Catawba,North Carolina
74470.0,Chatham,North Carolina
28612.0,Cherokee,North Carolina
13943.0,Chowan,North Carolina
11231.0,Clay,North Carolina
97947.0,Cleveland,North Carolina
55508.0,Columbus,North Carolina
102139.0,Craven,North Carolina
335509.0,Cumberland,North Carolina
27763.0,Currituck,North Carolina
37009.0,Dare,North Carolina
167609.0,Davidson,North Carolina
42846.0,Davie,North Carolina
58741.0,Duplin,North Carolina
321488.0,Durham,North Carolina
51472.0,Edgecombe,North Carolina
382295.0,Forsyth,North Carolina
69685.0,Franklin,North Carolina
224529.0,Gaston,North Carolina
11562.0,Gates,North Carolina
8441.0,Graham,North Carolina
60443.0,Granville,North Carolina
21069.0,Greene,North Carolina
537174.0,Guilford,North Carolina
50010.0,Halifax,North Carolina
135976.0,Harnett,North Carolina
62317.0,Haywood,North Carolina
117417.0,Henderson,North Carolina
23677.0,Hertford,North Carolina
55234.0,Hoke,North Carolina
4937.0,Hyde,North Carolina
181806.0,Iredell,North Carolina
43938.0,Jackson,North Carolina
209339.0,Johnston,North Carolina
9419.0,Jones,North Carolina
61779.0,Lee,North Carolina
55949.0,Lenoir,North Carolina
86111.0,Lincoln,North Carolina
45756.0,McDowell,North Carolina
35858.0,Macon,North Carolina
21755.0,Madison,North Carolina
22440.0,Martin,North Carolina
1110356.0,Mecklenburg,North Carolina
14964.0,Mitchell,North Carolina
27173.0,Montgomery,North Carolina
100880.0,Moore,North Carolina
94298.0,Nash,North Carolina
234473.0,New Hanover,North Carolina
19483.0,Northampton,North Carolina
197938.0,Onslow,North Carolina
148476.0,Orange,North Carolina
12726.0,Pamlico,North Carolina
39824.0,Pasquotank,North Carolina
63060.0,Pender,North Carolina
13463.0,Perquimans,North Carolina
39490.0,Person,North Carolina
180742.0,Pitt,North Carolina
20724.0,Polk,North Carolina
143667.0,Randolph,North Carolina
44829.0,Richmond,North Carolina
130625.0,Robeson,North Carolina
91010.0,Rockingham,North Carolina
142088.0,Rowan,North Carolina
67029.0,Rutherford,North Carolina
63531.0,Sampson,North Carolina
34823.0,Scotland,North Carolina
62806.0,Stanly,North Carolina
45591.0,Stokes,North Carolina
71783.0,Surry,North Carolina
14271.0,Swain,North Carolina
34385.0,Transylvania,North Carolina
4016.0,Tyrrell,North Carolina
239859.0,Union,North Carolina
44535.0,Vance,North Carolina
1111761.0,Wake,North Carolina
19731.0,Warren,North Carolina
11580.0,Washington,North Carolina
56177.0,Watauga,North Carolina
123131.0,Wayne,North Carolina
68412.0,Wilkes,North Carolina
81801.0,Wilson,North Carolina
37667.0,Yadkin,North Carolina
18069.0,Yancey,North Carolina
2216.0,Adams,North Dakota
10415.0,Barnes,North Dakota
6832.0,Benson,North Dakota
928.0,Billings,North Dakota
6282.0,Bottineau,North Dakota
3024.0,Bowman,North Dakota
2115.0,Burke,North Dakota
95626.0,Burleigh,North Dakota
181923.0,Cass,North Dakota
3762.0,Cavalier,North Dakota
4872.0,Dickey,North Dakota
2264.0,Divide,North Dakota
4424.0,Dunn,North Dakota
2287.0,Eddy,North Dakota
3241.0,Emmons,North Dakota
3210.0,Foster,North Dakota
1761.0,Golden Valley,North Dakota
69451.0,Grand Forks,North Dakota
2274.0,Grant,North Dakota
2231.0,Griggs,North Dakota
2499.0,Hettinger,North Dakota
2480.0,Kidder,North Dakota
4046.0,LaMoure,North Dakota
1850.0,Logan,North Dakota
5745.0,McHenry,North Dakota
2497.0,McIntosh,North Dakota
15024.0,McKenzie,North Dakota
9450.0,McLean,North Dakota
8187.0,Mercer,North Dakota
31364.0,Morton,North Dakota
10545.0,Mountrail,North Dakota
2879.0,Nelson,North Dakota
1959.0,Oliver,North Dakota
6801.0,Pembina,North Dakota
3975.0,Pierce,North Dakota
11519.0,Ramsey,North Dakota
5218.0,Ransom,North Dakota
2327.0,Renville,North Dakota
16177.0,Richland,North Dakota
14176.0,Rolette,North Dakota
3898.0,Sargent,North Dakota
1315.0,Sheridan,North Dakota
4230.0,Sioux,North Dakota
750.0,Slope,North Dakota
31489.0,Stark,North Dakota
1890.0,Steele,North Dakota
20704.0,Stutsman,North Dakota
2189.0,Towner,North Dakota
8036.0,Traill,North Dakota
10641.0,Walsh,North Dakota
67641.0,Ward,North Dakota
3834.0,Wells,North Dakota
37589.0,Williams,North Dakota
27698.0,Adams,Ohio
102351.0,Allen,Ohio
53484.0,Ashland,Ohio
97241.0,Ashtabula,Ohio
65327.0,Athens,Ohio
45656.0,Auglaize,Ohio
67006.0,Belmont,Ohio
43432.0,Brown,Ohio
383134.0,Butler,Ohio
26914.0,Carroll,Ohio
38885.0,Champaign,Ohio
134083.0,Clark,Ohio
206428.0,Clermont,Ohio
41968.0,Clinton,Ohio
101883.0,Columbiana,Ohio
36600.0,Coshocton,Ohio
41494.0,Crawford,Ohio
1235072.0,Cuyahoga,Ohio
51113.0,Darke,Ohio
38087.0,Defiance,Ohio
209177.0,Delaware,Ohio
74266.0,Erie,Ohio
157574.0,Fairfield,Ohio
28525.0,Fayette,Ohio
1316756.0,Franklin,Ohio
42126.0,Fulton,Ohio
29898.0,Gallia,Ohio
93649.0,Geauga,Ohio
168937.0,Greene,Ohio
38875.0,Guernsey,Ohio
817473.0,Hamilton,Ohio
75783.0,Hancock,Ohio
31365.0,Hardin,Ohio
15040.0,Harrison,Ohio
27006.0,Henry,Ohio
43161.0,Highland,Ohio
28264.0,Hocking,Ohio
43960.0,Holmes,Ohio
58266.0,Huron,Ohio
32413.0,Jackson,Ohio
65325.0,Jefferson,Ohio
62322.0,Knox,Ohio
230149.0,Lake,Ohio
59463.0,Lawrence,Ohio
176862.0,Licking,Ohio
45672.0,Logan,Ohio
309833.0,Lorain,Ohio
428348.0,Lucas,Ohio
44731.0,Madison,Ohio
228683.0,Mahoning,Ohio
65093.0,Marion,Ohio
179746.0,Medina,Ohio
22907.0,Meigs,Ohio
41172.0,Mercer,Ohio
106987.0,Miami,Ohio
13654.0,Monroe,Ohio
531687.0,Montgomery,Ohio
14508.0,Morgan,Ohio
35328.0,Morrow,Ohio
86215.0,Muskingum,Ohio
14424.0,Noble,Ohio
40525.0,Ottawa,Ohio
18672.0,Paulding,Ohio
36134.0,Perry,Ohio
58457.0,Pickaway,Ohio
27772.0,Pike,Ohio
162466.0,Portage,Ohio
40882.0,Preble,Ohio
33861.0,Putnam,Ohio
121154.0,Richland,Ohio
76666.0,Ross,Ohio
58518.0,Sandusky,Ohio
75314.0,Scioto,Ohio
55178.0,Seneca,Ohio
48590.0,Shelby,Ohio
370606.0,Stark,Ohio
541013.0,Summit,Ohio
197974.0,Trumbull,Ohio
91987.0,Tuscarawas,Ohio
58988.0,Union,Ohio
28275.0,Van Wert,Ohio
13085.0,Vinton,Ohio
234602.0,Warren,Ohio
59911.0,Washington,Ohio
115710.0,Wayne,Ohio
36692.0,Williams,Ohio
130817.0,Wood,Ohio
21772.0,Wyandot,Ohio
22194.0,Adair,Oklahoma
5702.0,Alfalfa,Oklahoma
13758.0,Atoka,Oklahoma
5311.0,Beaver,Oklahoma
21859.0,Beckham,Oklahoma
9429.0,Blaine,Oklahoma
47995.0,Bryan,Oklahoma
28762.0,Caddo,Oklahoma
148306.0,Canadian,Oklahoma
48111.0,Carter,Oklahoma
48657.0,Cherokee,Oklahoma
14672.0,Choctaw,Oklahoma
2137.0,Cimarron,Oklahoma
284014.0,Cleveland,Oklahoma
5495.0,Coal,Oklahoma
120749.0,Comanche,Oklahoma
5666.0,Cotton,Oklahoma
14142.0,Craig,Oklahoma
71522.0,Creek,Oklahoma
29003.0,Custer,Oklahoma
43009.0,Delaware,Oklahoma
4891.0,Dewey,Oklahoma
3859.0,Ellis,Oklahoma
61056.0,Garfield,Oklahoma
27711.0,Garvin,Oklahoma
55834.0,Grady,Oklahoma
4333.0,Grant,Oklahoma
5712.0,Greer,Oklahoma
2653.0,Harmon,Oklahoma
3688.0,Harper,Oklahoma
12627.0,Haskell,Oklahoma
13279.0,Hughes,Oklahoma
24530.0,Jackson,Oklahoma
6002.0,Jefferson,Oklahoma
11085.0,Johnston,Oklahoma
43538.0,Kay,Oklahoma
15765.0,Kingfisher,Oklahoma
8708.0,Kiowa,Oklahoma
10073.0,Latimer,Oklahoma
49853.0,Le Flore,Oklahoma
34877.0,Lincoln,Oklahoma
48011.0,Logan,Oklahoma
10253.0,Love,Oklahoma
40474.0,McClain,Oklahoma
32832.0,McCurtain,Oklahoma
19596.0,McIntosh,Oklahoma
7629.0,Major,Oklahoma
16931.0,Marshall,Oklahoma
41100.0,Mayes,Oklahoma
14073.0,Murray,Oklahoma
67997.0,Muskogee,Oklahoma
11131.0,Noble,Oklahoma
10076.0,Nowata,Oklahoma
11993.0,Okfuskee,Oklahoma
797434.0,Oklahoma,Oklahoma
38465.0,Okmulgee,Oklahoma
46963.0,Osage,Oklahoma
31127.0,Ottawa,Oklahoma
16376.0,Pawnee,Oklahoma
81784.0,Payne,Oklahoma
43654.0,Pittsburg,Oklahoma
38284.0,Pontotoc,Oklahoma
72592.0,Pottawatomie,Oklahoma
11096.0,Pushmataha,Oklahoma
3583.0,Roger Mills,Oklahoma
92459.0,Rogers,Oklahoma
24258.0,Seminole,Oklahoma
41569.0,Sequoyah,Oklahoma
43143.0,Stephens,Oklahoma
19983.0,Texas,Oklahoma
7250.0,Tillman,Oklahoma
651552.0,Tulsa,Oklahoma
81289.0,Wagoner,Oklahoma
51527.0,Washington,Oklahoma
10916.0,Washita,Oklahoma
8793.0,Woods,Oklahoma
20211.0,Woodward,Oklahoma
16124.0,Baker,Oregon
93053.0,Benton,Oregon
418187.0,Clackamas,Oregon
40224.0,Clatsop,Oregon
52354.0,Columbia,Oregon
64487.0,Coos,Oregon
24404.0,Crook,Oregon
22925.0,Curry,Oregon
197692.0,Deschutes,Oregon
110980.0,Douglas,Oregon
1912.0,Gilliam,Oregon
7199.0,Grant,Oregon
7393.0,Harney,Oregon
23382.0,Hood River,Oregon
220944.0,Jackson,Oregon
24658.0,Jefferson,Oregon
87487.0,Josephine,Oregon
68238.0,Klamath,Oregon
7869.0,Lake,Oregon
382067.0,Lane,Oregon
49962.0,Lincoln,Oregon
129749.0,Linn,Oregon
30571.0,Malheur,Oregon
347818.0,Marion,Oregon
11603.0,Morrow,Oregon
812855.0,Multnomah,Oregon
86085.0,Polk,Oregon
1780.0,Sherman,Oregon
27036.0,Tillamook,Oregon
77950.0,Umatilla,Oregon
26835.0,Union,Oregon
7208.0,Wallowa,Oregon
26682.0,Wasco,Oregon
601592.0,Washington,Oregon
1332.0,Wheeler,Oregon
107100.0,Yamhill,Oregon
103009.0,Adams,Pennsylvania
1216045.0,Allegheny,Pennsylvania
64735.0,Armstrong,Pennsylvania
163929.0,Beaver,Pennsylvania
47888.0,Bedford,Pennsylvania
421164.0,Berks,Pennsylvania
121829.0,Blair,Pennsylvania
60323.0,Bradford,Pennsylvania
628270.0,Bucks,Pennsylvania
187853.0,Butler,Pennsylvania
130192.0,Cambria,Pennsylvania
4447.0,Cameron,Pennsylvania
64182.0,Carbon,Pennsylvania
162385.0,Centre,Pennsylvania
524989.0,Chester,Pennsylvania
38438.0,Clarion,Pennsylvania
79255.0,Clearfield,Pennsylvania
38632.0,Clinton,Pennsylvania
64964.0,Columbia,Pennsylvania
84629.0,Crawford,Pennsylvania
253370.0,Cumberland,Pennsylvania
278299.0,Dauphin,Pennsylvania
566747.0,Delaware,Pennsylvania
29910.0,Elk,Pennsylvania
269728.0,Erie,Pennsylvania
129274.0,Fayette,Pennsylvania
7247.0,Forest,Pennsylvania
155027.0,Franklin,Pennsylvania
14530.0,Fulton,Pennsylvania
36233.0,Greene,Pennsylvania
45144.0,Huntingdon,Pennsylvania
84073.0,Indiana,Pennsylvania
43425.0,Jefferson,Pennsylvania
24763.0,Juniata,Pennsylvania
209674.0,Lackawanna,Pennsylvania
545724.0,Lancaster,Pennsylvania
85512.0,Lawrence,Pennsylvania
141793.0,Lebanon,Pennsylvania
369318.0,Lehigh,Pennsylvania
317417.0,Luzerne,Pennsylvania
113299.0,Lycoming,Pennsylvania
40625.0,McKean,Pennsylvania
109424.0,Mercer,Pennsylvania
46138.0,Mifflin,Pennsylvania
170271.0,Monroe,Pennsylvania
830915.0,Montgomery,Pennsylvania
18230.0,Montour,Pennsylvania
305285.0,Northampton,Pennsylvania
90843.0,Northumberland,Pennsylvania
46272.0,Perry,Pennsylvania
1584064.0,Philadelphia,Pennsylvania
55809.0,Pike,Pennsylvania
16526.0,Potter,Pennsylvania
141359.0,Schuylkill,Pennsylvania
40372.0,Snyder,Pennsylvania
73447.0,Somerset,Pennsylvania
6066.0,Sullivan,Pennsylvania
40328.0,Susquehanna,Pennsylvania
40591.0,Tioga,Pennsylvania
44923.0,Union,Pennsylvania
50668.0,Venango,Pennsylvania
39191.0,Warren,Pennsylvania
206865.0,Washington,Pennsylvania
51361.0,Wayne,Pennsylvania
348899.0,Westmoreland,Pennsylvania
26794.0,Wyoming,Pennsylvania
449058.0,York,Pennsylvania
48479.0,Bristol,Rhode Island
164292.0,Kent,Rhode Island
82082.0,Newport,Rhode Island
638931.0,Providence,Rhode Island
125577.0,Washington,Rhode Island
